Date,动量策略,沪深300ETF,等权重组合
2024-01-03,0.0,-0.0018480698746806592,-0.0015018398030579557
2024-01-04,0.0,-0.008616948516184955,-0.004555670890252985
2024-01-05,0.0,-0.004925391568501301,-0.004145422405572298
2024-01-08,0.0,-0.013684490705959054,-0.0037486047582122495
2024-01-09,0.0,0.0023615905956400054,0.009163841624486713
2024-01-10,0.0,-0.004712053250637151,-0.0015520027524239571
2024-01-11,0.0,0.005622026307029641,0.005727395219365355
2024-01-12,0.0,-0.0032366488741027493,-0.002165274350200972
2024-01-15,0.0,0.0,0.0
2024-01-16,0.0,0.005313635404330999,0.000637481313178789
2024-01-17,0.0,-0.022023012132785076,-0.007532070698189186
2024-01-18,0.0,0.013800517477862111,0.005315069847789611
2024-01-19,0.0,0.0021176469790954496,0.00761129765459155
2024-01-22,0.0,-0.020828867764446538,0.003653675874705994
2024-01-23,0.0,0.006782353739036984,-0.00030807305228089453
2024-01-24,0.0,0.015616834760205011,0.00691223098245261
2024-01-25,0.0,0.016884082892737375,0.003545533157696682
2024-01-26,0.0,-0.0017790043450045315,-0.00329044143196785
2024-01-29,0.0,-0.008910725620093601,7.136962280672564e-05
2024-01-30,0.0,-0.016782882338626594,-1.1643752450942959e-05
2024-01-31,0.0,-0.006401122608155292,-0.00965161713988903
2024-02-01,0.0,-0.0012270396383812273,-0.003685656077783683
2024-02-02,0.0024499661431503774,-0.009214602736076943,0.005580645253636483
2024-02-05,0.0036829337861219898,0.006200175031389672,0.0036038843525798663
2024-02-06,0.00137859491807085,0.03173415572299011,0.010606375401038176
2024-02-07,-0.008260264122002892,0.008659921380644253,-0.00043764356834710076
2024-02-08,0.018651759795083805,0.006513360334449181,0.009961822464805961
2024-02-19,-0.0020948948104992245,0.007941720059492884,0.000712467594049455
2024-02-20,-0.00020189465209356829,0.003501940030090948,0.0006134649739750464
2024-02-21,-0.0055880848363890345,0.01395865875376535,4.798576063582837e-05
2024-02-22,0.012041130030778774,0.007456897334814555,0.008362594321453028
2024-02-23,0.007157359932250014,0.0008539797316638734,0.004787894178179639
2024-02-26,-0.008819211047661805,-0.009955212442889248,-0.006730100585376998
2024-02-27,0.005155805430295203,0.011779120526722446,0.003364204828792391
2024-02-28,-0.006897685203947632,-0.010222278533291987,-0.00261496724730386
2024-02-29,0.008427539069019009,0.015778667865026925,0.002834087053595868
2024-03-01,0.008807880725003115,0.0076256035536328625,0.008110197227840591
2024-03-04,0.0015082366956541517,-0.0008408848782893636,0.0044407893015610996
2024-03-05,0.000664344027375055,0.008135254418296722,9.909953531001671e-05
2024-03-06,-0.003689623366222004,-0.0038956695196848906,-0.0026145543317108288
2024-03-07,-0.003681417566034357,-0.005307681894710763,-0.004137453051061983
2024-03-08,0.002979695629674952,0.002808459974520207,0.006725970398004162
2024-03-11,0.0029233906691445424,0.013442714060065033,-0.0007366064687220493
2024-03-12,0.0009231076274956985,0.0013815849570097743,0.001774636304388591
2024-03-13,-0.0023110361514476793,-0.00579509277904286,0.00012627392285816816
2024-03-14,-0.0022227058984810224,-0.0036083656352721896,-0.002779198810618347
2024-03-15,-1.3391460201836534e-05,0.00250712454564357,-0.0012502195381052417
2024-03-18,0.002738514950083073,0.008614155100702299,0.0029063055333777067
2024-03-19,-0.003123760626541298,-0.00633652762751647,-0.003978303452134459
2024-03-20,0.0004248163342057204,0.000831792255042404,0.0015926948103867054
2024-03-21,0.0008278578384759286,-0.0005540673011384101,0.005834201248623543
2024-03-22,-0.0018750861668009034,-0.008592665496508249,-0.0026276797203266308
2024-03-25,-0.001375768195586387,-0.005312203374701417,-0.0028186691170554654
2024-03-26,0.0013895959228373276,0.003091840718621305,0.00286235595892751
2024-03-27,-0.0012790356801027109,-0.010648014293734149,-0.003288315850648364
2024-03-28,0.00021149002912050567,0.004814878211824104,0.0008075994040441914
2024-03-29,-0.0004287902779258018,0.004509931145244264,0.0009749398550149067
2024-04-01,0.0012930542761219587,0.016275144684621292,0.007255105314795118
2024-04-02,-0.0012104263112329423,-0.0033133199299729137,-0.002152343798884117
2024-04-03,-0.0008056308836621003,-0.0038784018149096993,-0.004683499338247574
2024-04-08,-0.0005514657832152393,-0.00806518660782515,-0.0029730463634465606
2024-04-09,-6.152815447012687e-05,-0.0016822412803301485,-3.865713871848694e-05
2024-04-10,0.00010045640787965723,-0.007301925687129863,-0.0011283264330766427
2024-04-11,-0.00015692037981065207,-0.0008486646318081462,-0.0034298385262899905
2024-04-12,0.0023355256223511925,-0.00792811714058599,0.002626850678021003
2024-04-15,0.00032555017075156325,0.02083500231251593,0.003709347967204606
2024-04-16,-0.0023868501501577086,-0.008946798909223373,-0.012413332738414416
2024-04-17,0.00012043983277861751,0.012977087487220967,0.00409609656435164
2024-04-18,0.0,0.001670927655147076,-0.00022491799625028443
2024-04-19,0.0,-0.007784909788593689,-0.009240701497524347
2024-04-22,0.0,-0.0019614449615928684,-0.002797767752553115
2024-04-23,0.0,-0.00701903817427796,-0.0015884603619181503
2024-04-24,0.0,0.0039584543469963285,0.009365071410753571
2024-04-25,0.0,0.0028162989930603315,-0.004616708094873121
2024-04-26,0.0,0.014042089132733011,0.010621698252792229
2024-04-29,0.003367039899331952,0.011908940743176744,0.006161895926126359
2024-04-30,-0.002346321222497238,-0.004926418012677245,-0.0014249293299434765
2024-05-06,0.006329695450575766,0.013752419597043845,0.005478818720974906
2024-05-07,0.00029211602115584127,0.0005426423936959484,0.003576699868036211
2024-05-08,-0.004635124955759876,-0.007863911688266261,-0.0021773243793845962
