date,value,close,position,returns,cummax,drawdown
2021-02-01,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-02,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-03,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-04,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-05,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-08,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-09,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-10,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-18,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-19,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-22,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-23,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-24,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-25,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-02-26,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-01,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-02,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-03,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-04,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-05,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-08,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-09,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-10,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-11,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-12,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-15,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-16,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-17,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-18,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-19,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-22,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-23,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-24,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-25,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-26,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-29,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-30,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-03-31,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-01,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-02,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-06,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-07,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-08,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-09,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-12,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-13,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-14,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-15,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-16,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-19,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-20,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-21,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-22,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-23,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-26,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-27,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-28,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-29,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-04-30,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-06,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-07,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-10,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-11,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-12,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-13,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-14,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-17,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-18,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-19,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-20,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-21,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-24,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-25,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-26,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
2021-05-27,100000.0,1327.6637699999999,0,0.0,100000.0,0.0
