Date,龙头动量轮动策略,科创50ETF,等权重组合
2024-01-03,0.0,-0.012161563920000043,-0.007272216768931394
2024-01-04,0.0,-0.009049091099828564,-0.007069107327527003
2024-01-05,0.0,-0.01940491543468848,-0.014722791865056085
2024-01-08,0.0,-0.029101349572621945,-0.01649209261602677
2024-01-09,0.0,0.0,0.004815340426930043
2024-01-10,0.0,-0.007193669384909426,-0.010783057595673707
2024-01-11,0.0,0.01328395424731341,0.01682005210892145
2024-01-12,0.0,-0.0131098042080228,-0.013375609388579025
2024-01-15,0.0,-0.0060381610215061105,-5.89802958518742e-05
2024-01-16,0.0,0.004859873516038915,0.0056264812623171125
2024-01-17,0.0,-0.026600031549361258,-0.02027999487807556
2024-01-18,0.0,0.013663464357668175,0.03076286520270993
2024-01-19,0.0,-0.0036761701504498174,-0.0015123632442986053
2024-01-22,0.0,-0.03320760817197722,-0.013664304044793671
2024-01-23,0.0,0.01272156694832274,0.016440964495178872
2024-01-24,0.0,0.00251235233128447,0.007836363093473502
2024-01-25,0.0,0.020048449880478922,0.02450447590078314
2024-01-26,0.0,-0.023339611207544658,-0.020811740191047652
2024-01-29,0.0,-0.026412878707183677,-0.03540173898605782
2024-01-30,0.0,-0.03746447230121245,-0.027962959286589612
2024-01-31,0.0,-0.017448102573353122,-0.011394193814010117
2024-02-01,0.0,0.005463983082937462,0.026966216136783083
2024-02-02,0.0,-0.025812878512437906,-0.02233624018661419
2024-02-05,0.0,0.00278914086076555,0.004416202561746571
2024-02-06,0.04639286803975512,0.06675319659017374,0.06273107513072809
2024-02-07,-0.017553737877493925,0.02607335230068041,0.00845829786553699
2024-02-08,-0.011194247153972606,0.01143486331556909,0.011354526019099746
2024-02-19,0.07509966136139898,0.015074113987706169,0.06590224320399961
2024-02-20,0.01676650658179843,-0.009900172989003147,-0.0018425614328730357
2024-02-21,-0.016080528634322504,0.0012498958083462309,-0.007433418164599266
2024-02-22,0.010953701623318947,0.009986684152109173,0.019443824418592742
2024-02-23,-0.002203939975091815,0.002471984113457085,-0.0020162178909631564
