策略,年化收益率,年化波动率,夏普比率,最大回撤,卡尔马比率,索提诺比率,胜率,正收益天数,总交易天数
行业动量轮动策略,-0.13076946679058699,0.2493031384355379,-0.43766785992441987,-0.2216714781142726,-0.589924639394405,-0.6006271788308203,0.391812865497076,67,171
科创50ETF,0.23164361168075653,0.46292665674376005,0.6797690705073899,-0.31016427584269485,0.7468416891384312,1.0049125431716277,0.5321637426900585,91,171
行业等权重组合,-0.14156637176346487,0.1851145111221408,-0.7320286307149858,-0.13571283080394547,-1.0431318168285473,-0.9720258929617981,0.4619883040935672,79,171
