Date,行业动量轮动策略,科创50ETF,行业等权重组合
2026-01-06,0.0,0.015980219822762157,0.007954910000000091
2026-01-07,0.0,0.009882623503980866,-0.0009569773314562509
2026-01-08,0.0,0.007176336207376952,0.0004508484252360457
2026-01-09,0.0,0.014898152464471077,0.009515741773203157
2026-01-12,0.0,0.02552948816595683,0.01705750533243363
2026-01-13,0.0,-0.028005702925290882,-0.00943305195578655
2026-01-14,0.0,0.01920841374589413,-0.0010316589473288614
2026-01-15,0.0,-0.0037692808432179888,-0.0017839032127431418
2026-01-16,0.0,0.012611806919613396,-0.001353682883418005
2026-01-19,0.0,-0.004359155593190691,-0.0011118772384662709
2026-01-20,0.0,-0.016262038100479527,-0.004701561567210337
2026-01-21,0.0,0.035604937059443204,0.0054229915999741635
2026-01-22,0.0,0.003683658264291757,-0.0014974455361039841
2026-01-23,0.0,0.007951967242780671,0.004114687569250558
2026-01-26,0.0,-0.012137280501162587,-0.010057604813143132
2026-01-27,0.0,0.015358005041581309,-0.0019473806073725388
2026-01-28,0.0,-0.003025140879438459,-0.0005733036569040225
2026-01-29,0.0,-0.027915745152674136,0.008839187648881539
2026-01-30,0.0,-0.00062429158998503,-0.011592473300266417
2026-02-02,0.0,-0.037480894406269914,-0.020766424743393505
2026-02-03,0.0,0.01298013867584476,0.010743412178411953
2026-02-04,0.0,-0.010891741558615746,-0.00015273575005374555
2026-02-05,0.0,-0.014898152464471074,-0.0025454795480519205
2026-02-06,0.0,-0.005917877271784557,-0.004863074341650535
2026-02-09,0.0007690600000000268,0.02381242811426162,0.014893169002810309
2026-02-10,-0.006593828949907778,0.00969107697381986,0.004593591178723472
2026-02-11,0.0,-0.010877802944686444,-0.001704214223503144
2026-02-12,-0.007596566768811516,0.01681960009317792,-0.0022546479676232413
2026-02-13,-0.00012819552793834476,-0.006998276443681724,-0.00458638220306347
2026-02-24,-0.007876480220709345,-0.0032034533995929726,-0.008040062009912634
2026-02-25,0.00888352978762108,0.005784747287631534,0.0047563898005995
2026-02-26,-0.012825721184009247,0.007668635266451272,-0.007182268767394661
2026-02-27,0.0015320827923836079,0.001268379140731846,0.00041915324212009623
2026-03-02,-0.01597832674977373,-0.013934496323578667,-0.014737833795848516
2026-03-03,-0.009874936883627073,-0.0513869469453953,-0.02577998612516646
2026-03-04,-0.0028562392385328523,-0.0033856630727834252,-0.009316937333603496
2026-03-05,0.0019830604910944663,0.01562695774859276,0.008379985143163515
2026-03-06,0.0032985595753195424,0.006020809573501438,0.008445735560265708
2026-03-09,-0.005479524753355956,-0.017289353971095427,-0.00783236315377538
2026-03-10,0.007643745357818252,0.0203002324871998,0.014468907051273345
2026-03-11,0.017107655887578416,-0.01193779938933091,0.00020487133903445372
2026-03-12,0.002352884957384788,-0.014095704311204403,-0.004224581216819106
2026-03-13,-0.002671245675124893,-0.004084923969320884,-0.0035362920759604384
2026-03-16,0.0051500509432342014,0.005468905354998377,0.00799919031131697
2026-03-17,-0.016138413535154564,-0.020396846657334572,-0.007282914397717406
2026-03-18,-0.0063886834026983174,0.01179887290724134,0.0029958161119686077
2026-03-19,-0.023788116358545323,-0.02332256582444923,-0.017427157267357538
2026-03-20,0.0027921685020063157,-0.016153777358170845,-0.01089585591202796
2026-03-23,-0.021189922690571104,-0.04211832058791567,-0.03425466651971025
2026-03-24,0.008828842893249528,0.022357766804078475,0.014542538967666533
2026-03-25,0.0,0.018952984815456063,0.014161211888625087
2026-03-26,0.0,-0.020031254658951617,-0.012075481634871054
2026-03-27,0.0,0.009490328565666397,0.010391867178527522
2026-03-30,0.0,-0.007954784498542138,-0.00330654430782306
2026-03-31,-0.007590321103036553,-0.025513633405421694,-0.009213171981767136
2026-04-01,0.015240993787721112,0.03366208504738906,0.019897575251454074
2026-04-02,-0.002053877684865258,-0.028223737199118745,-0.0122813125948777
2026-04-03,-0.011802946434093237,-0.00446822337760556,-0.011319033735662959
2026-04-07,-0.0004907521960768049,0.013464834018955594,0.0006860244471068238
2026-04-08,0.00855170048989967,0.0612629502968154,0.03514004333838472
2026-04-09,-0.008689648062945842,-0.006954994845480692,-0.010127204578902926
2026-04-10,0.0039844636151470155,0.015408152279741141,0.012471203807588196
2026-04-13,-0.003968650670947396,0.007587171840775565,-0.0008052239621924974
2026-04-14,0.006375141784235193,0.021221022191093654,0.012787072207887513
2026-04-15,0.004308912619090369,0.002010972418496924,-0.0007371137533403391
2026-04-16,0.008003753585127197,0.01070366146400246,0.0129335765225069
2026-04-17,-0.009850857432691172,0.0006618941505873181,-0.0028114314392003554
2026-04-20,-0.003985872095831366,0.01852077742220324,0.0038898175699734745
2026-04-21,0.0002711006863842571,-0.014936853598775987,-0.002345243968487469
2026-04-22,0.008150722274973599,0.016481898132893236,0.004185151204380751
2026-04-23,-0.006269134515897255,-0.013620305936643795,-0.0070152724455440265
2026-04-24,0.00033385884566392086,0.01512346413900493,0.00016010626305855728
2026-04-27,0.004025883126245507,0.03886474555948946,0.006874344372818605
2026-04-28,-0.00809835495392494,-0.014340800886883064,-0.005796124089402744
2026-04-29,0.013249947349685941,0.004428093988465809,0.012199209940681716
2026-04-30,0.023447762493571292,0.04975388868870812,0.0053467892100439425
2026-05-06,0.03947634837919962,0.05399517539522465,0.016256261161409817
2026-05-07,0.017828233856231897,0.01423029268268033,0.009637530649825126
2026-05-08,-0.008775571064334771,-0.023571462891004945,-0.004356550192147918
2026-05-11,0.030233778467618502,0.048280979088946,0.013888844286309664
2026-05-12,-0.002649282160461224,0.0027415052454841044,-0.006018737674950777
2026-05-13,0.020750767108326684,0.026793297440267056,0.006199300454110073
2026-05-14,-0.020178375501244065,-0.026626682796821104,-0.015834781692309518
2026-05-15,-4.87279417466375e-05,-0.01531883204797908,-0.007212082793007505
2026-05-18,0.009011145825768233,0.00888979966107912,-0.0037631767127080614
2026-05-19,0.019403117645517963,0.03744873679194557,0.009233193060688594
2026-05-20,0.01413697267697036,0.03185025137135346,0.0037311297889917982
2026-05-21,-0.02014073181379464,-0.036526098697633985,-0.01457764786726867
2026-05-22,0.01900370152914736,0.014416795855302103,0.006377770812053109
2026-05-25,0.0396590654550032,0.058426723482411805,0.009390580061112676
2026-05-26,-0.005076810095431673,-0.014919319397607921,-0.0016790188202380422
2026-05-27,-0.022487624176546653,-0.028776025571957003,-0.012166480425727553
2026-05-28,0.004324940821506624,0.01611381059650006,-0.0030941340601607493
2026-05-29,-0.03833888678071121,-0.05013260617795239,-0.0075407654015380715
2026-06-01,-0.03318134596527289,-0.0484700799608646,-0.010541691356235342
2026-06-02,0.020127850835972086,0.015281730697087482,0.004331776422497131
2026-06-03,0.026677540981184782,0.023413778033843858,0.0014804278321133206
2026-06-04,0.004228640510198119,0.004902453199084889,-0.007090773481601313
2026-06-05,-0.020951781230830586,-0.037402112420627305,-0.00801935465961911
2026-06-08,-0.026947746963235854,-0.04504972282139981,-0.020400198621795432
2026-06-09,0.0349576610016749,0.0424574467469126,0.014331707607180718
2026-06-10,-0.022128080630721386,-0.0062223684854989065,-0.007327274659551776
2026-06-11,-0.014463824275782012,0.006830540487686538,-0.009524499596254789
2026-06-12,-0.0056852088483666805,0.0,0.006934905880617018
2026-06-15,0.020601163157133145,0.04975080535277713,0.01715347047609098
2026-06-16,0.0009444489671251734,0.00592412088410556,-0.003521019782385071
2026-06-17,0.011558583355171442,0.044972319837650154,0.006047311897165386
2026-06-18,0.009327762528417598,0.039962791822376414,0.009563968606716045
2026-06-22,0.007624286551543157,0.019213568089464013,0.011930575206162256
2026-06-23,-0.024979747922126812,-0.0159511559169233,-0.01804303117946466
2026-06-24,0.03878743562236657,0.035857864753205196,0.010625546765889749
2026-06-25,0.04293760381037032,0.03888438632804848,0.012068130039073331
2026-06-26,-0.0274153585995606,-0.020540295703666025,-0.025187245146732377
2026-06-29,0.03388816502197132,0.0535926762152705,0.022735373739490892
2026-06-30,0.028466513418617403,0.042462552244264,0.014601414833171789
2026-07-01,-0.018486375517300292,-0.02291227208687481,0.0011876683740988559
2026-07-02,-0.06879553223217369,-0.07425692310154013,-0.025420998485095193
