"Date","ETF","Weight"
2024-01-02,"纳指ETF",0
2024-01-03,"纳指ETF",0
2024-01-04,"纳指ETF",0
2024-01-05,"纳指ETF",0
2024-01-08,"纳指ETF",0
2024-01-09,"纳指ETF",0
2024-01-10,"纳指ETF",0
2024-01-11,"纳指ETF",0
2024-01-12,"纳指ETF",0
2024-01-15,"纳指ETF",0
2024-01-16,"纳指ETF",0
2024-01-17,"纳指ETF",0
2024-01-18,"纳指ETF",0
2024-01-19,"纳指ETF",0
2024-01-22,"纳指ETF",0
2024-01-23,"纳指ETF",0
2024-01-24,"纳指ETF",0
2024-01-25,"纳指ETF",0
2024-01-26,"纳指ETF",0
2024-01-29,"纳指ETF",1
2024-01-30,"纳指ETF",1
2024-01-31,"纳指ETF",1
2024-02-01,"纳指ETF",0.824123655854204
2024-02-02,"纳指ETF",0.887646401147096
2024-02-05,"纳指ETF",1
2024-02-06,"纳指ETF",0.887522530073769
2024-02-07,"纳指ETF",0.664670108820866
2024-02-08,"纳指ETF",0.607999021890116
2024-02-19,"纳指ETF",0.657269756501485
2024-02-20,"纳指ETF",0.629290121912789
2024-02-21,"纳指ETF",0.537365041303649
2024-02-22,"纳指ETF",0.435031496394907
2024-02-23,"纳指ETF",0.488121001209338
2024-02-26,"纳指ETF",0.449147371805399
2024-02-27,"纳指ETF",0.162771437547601
2024-02-28,"纳指ETF",0.274093073092186
2024-02-29,"纳指ETF",0.171715476443305
2024-03-01,"纳指ETF",0.249120172100497
2024-03-04,"纳指ETF",0.31168443817263
2024-03-05,"纳指ETF",0.203474944493856
2024-03-06,"纳指ETF",0.111934057681754
2024-03-07,"纳指ETF",0.164749297794368
2024-03-08,"纳指ETF",0.246175920675906
2024-03-11,"纳指ETF",0.105960200854406
2024-03-12,"纳指ETF",0.100535429756996
2024-03-13,"纳指ETF",0.125580693563398
2024-03-14,"纳指ETF",0.156650641456049
2024-03-15,"纳指ETF",0.0398552124730623
2024-03-18,"纳指ETF",0.0733341850047999
2024-03-19,"纳指ETF",0.0550731556045506
2024-03-20,"纳指ETF",0.161979891430475
2024-03-21,"纳指ETF",0.158494196299923
2024-03-22,"纳指ETF",0.110434434588773
2024-03-25,"纳指ETF",0.157580087006712
2024-03-26,"纳指ETF",0.205921194185323
2024-03-27,"纳指ETF",0.187118201744356
2024-03-28,"纳指ETF",0.222967102996928
2024-03-29,"纳指ETF",0.111698738565283
2024-04-01,"纳指ETF",0.0382334511990015
2024-04-02,"纳指ETF",0.0948667955500751
2024-04-03,"纳指ETF",0.0305428589077069
2024-04-08,"纳指ETF",0.0938332647619509
2024-04-09,"纳指ETF",0
2024-04-10,"纳指ETF",0.158348167199847
2024-04-11,"纳指ETF",0
2024-04-12,"纳指ETF",0.093349183829995
2024-04-15,"纳指ETF",0.0590653642827407
2024-04-16,"纳指ETF",0
2024-04-17,"纳指ETF",0
2024-04-18,"纳指ETF",0
2024-04-19,"纳指ETF",0
2024-04-22,"纳指ETF",0
2024-04-23,"纳指ETF",0
2024-04-24,"纳指ETF",0
2024-04-25,"纳指ETF",0
2024-04-26,"纳指ETF",0
2024-04-29,"纳指ETF",0
2024-04-30,"纳指ETF",0
2024-05-06,"纳指ETF",0
2024-05-07,"纳指ETF",0
2024-05-08,"纳指ETF",0
2024-05-09,"纳指ETF",0
2024-05-10,"纳指ETF",0
2024-05-13,"纳指ETF",0
2024-05-14,"纳指ETF",0.0797758061910877
2024-05-15,"纳指ETF",0
2024-05-16,"纳指ETF",0.34332295410303
2024-05-17,"纳指ETF",0.42920548021397
2024-05-20,"纳指ETF",0.427377757764798
2024-05-21,"纳指ETF",0.531183553073751
2024-05-22,"纳指ETF",0.590410549022903
2024-05-23,"纳指ETF",0.708666640741154
2024-05-24,"纳指ETF",0.594071573238292
2024-05-27,"纳指ETF",0.584424086684496
2024-05-28,"纳指ETF",0.744736610375686
2024-05-29,"纳指ETF",0.802416539968584
2024-05-30,"纳指ETF",0.924753741119593
2024-05-31,"纳指ETF",0.832031377815507
2024-06-03,"纳指ETF",0.872156812307677
2024-06-04,"纳指ETF",0.740130759439689
2024-06-05,"纳指ETF",0.805395662297511
2024-06-06,"纳指ETF",0.733033094939844
2024-06-07,"纳指ETF",0.909560385608447
2024-06-11,"纳指ETF",1
2024-06-12,"纳指ETF",1
2024-06-13,"纳指ETF",1
2024-06-14,"纳指ETF",1
2024-06-17,"纳指ETF",1
2024-06-18,"纳指ETF",1
2024-06-19,"纳指ETF",1
2024-06-20,"纳指ETF",1
2024-06-21,"纳指ETF",0.94525131632956
2024-06-24,"纳指ETF",1
2024-06-25,"纳指ETF",1
2024-06-26,"纳指ETF",1
2024-06-27,"纳指ETF",1
2024-06-28,"纳指ETF",1
2024-07-01,"纳指ETF",1
2024-07-02,"纳指ETF",0.967555275895994
2024-07-03,"纳指ETF",1
2024-07-04,"纳指ETF",0.919609439892487
2024-07-05,"纳指ETF",1
2024-07-08,"纳指ETF",1
2024-07-09,"纳指ETF",0.748285240631074
2024-07-10,"纳指ETF",0.684645408550058
2024-07-11,"纳指ETF",0.63156754179152
2024-07-12,"纳指ETF",0.344266647901036
2024-07-15,"纳指ETF",0.460669145909223
2024-07-16,"纳指ETF",0.347232248568702
2024-07-17,"纳指ETF",0.255213882779143
2024-07-18,"纳指ETF",0.111274979205117
2024-07-19,"纳指ETF",0.167827383124899
2024-07-22,"纳指ETF",0.130076157372091
2024-07-23,"纳指ETF",0.418488748694347
2024-07-24,"纳指ETF",0
2024-07-25,"纳指ETF",0
2024-07-26,"纳指ETF",0
2024-07-29,"纳指ETF",0
2024-07-30,"纳指ETF",0
2024-07-31,"纳指ETF",0
2024-08-01,"纳指ETF",0
2024-08-02,"纳指ETF",0
2024-08-05,"纳指ETF",0
2024-08-06,"纳指ETF",0
2024-08-07,"纳指ETF",0
2024-08-08,"纳指ETF",0
2024-08-09,"纳指ETF",0
2024-08-12,"纳指ETF",0
2024-08-13,"纳指ETF",0
2024-08-14,"纳指ETF",0
2024-08-15,"纳指ETF",0
2024-08-16,"纳指ETF",0.26928664370297
2024-08-19,"纳指ETF",0
2024-08-20,"纳指ETF",0.0268843963087867
2024-08-21,"纳指ETF",0.358564112418509
2024-08-22,"纳指ETF",0.292071398380582
2024-08-23,"纳指ETF",0.292504729958957
2024-08-26,"纳指ETF",0.194250240278054
2024-08-27,"纳指ETF",0.202768400716333
2024-08-28,"纳指ETF",0.213534243990578
2024-08-29,"纳指ETF",0
2024-08-30,"纳指ETF",0.63910784350916
2024-09-02,"纳指ETF",0.585006096062071
2024-09-03,"纳指ETF",0.414009412031264
2024-09-04,"纳指ETF",0.196357897418123
2024-09-05,"纳指ETF",0.262344986408983
2024-09-06,"纳指ETF",0.185856535397339
2024-09-09,"纳指ETF",0.0811867062394759
2024-09-10,"纳指ETF",0
2024-09-11,"纳指ETF",0
2024-09-12,"纳指ETF",0.0413237199599108
2024-09-13,"纳指ETF",0
2024-09-18,"纳指ETF",0
2024-09-19,"纳指ETF",0
2024-09-20,"纳指ETF",0
2024-09-23,"纳指ETF",0
2024-09-24,"纳指ETF",0
2024-09-25,"纳指ETF",0
2024-09-26,"纳指ETF",0.0247028647176167
