"Date","动量策略","纳指ETF","沪深300ETF","黄金ETF"
2024-01-02,0,0,0,0
2024-01-03,0,-0.0157025229807918,-0.00289599800170881,-0.000642902407496315
2024-01-04,0,-0.0206612351894778,-0.011584139984557,-0.00321471642546667
2024-01-05,0,-0.028099204982436,-0.0165074327729811,-0.000428601604997469
2024-01-08,0,-0.025619848878093,-0.0301187935553926,-0.0034290172279654
2024-01-09,0,-0.000826484874804856,-0.0278019063673925,-0.00364331803046414
2024-01-10,0,-0.000826484874804856,-0.032435532765671,-0.00750103905741983
2024-01-11,0,0.0107438107721056,-0.0269332031523989,-0.00750103905741983
2024-01-12,0,0.00743796979295785,-0.0301187935553925,-0.00428632263195317
2024-01-15,0,0.00743796979295785,-0.0301187935553925,-0.00428632263195317
2024-01-16,0,0.00413222733388108,-0.0249059083656836,0.00235751321547162
2024-01-17,0,0.00330574245907655,-0.0466261523395129,-0.00750103905741983
2024-01-18,0,0.00578509856341936,-0.0333150383543456,-0.0107157554828866
2024-01-19,0,0.0264462352328263,-0.0312443121063236,-0.00492922503944948
2024-01-22,0,0.0578511826743389,-0.0516547312768967,-0.00878694606640507
2024-01-23,0,0.0504132128813808,-0.0451471890004015,-0.00728673825492121
2024-01-24,0,0.0561983114448004,-0.0300611562328067,-0.00857264526390644
2024-01-25,0,0.0504132128813806,-0.0134961601261007,-0.0130732686983583
2024-01-26,0,0.042148758213618,-0.0152709309308064,-0.00878694606640518
2024-01-29,0,0.0512395992361143,-0.0241450809097788,-0.00685813664992363
2024-01-30,0.0157233497174263,0.067768607091711,-0.0407100030276242,-0.00407202182945443
2024-01-31,-0.00628922742537252,0.044628114317961,-0.0469219598051074,-0.00278611482046931
2024-02-01,-0.0157232559994279,0.0347106899005889,-0.0481051896674851,0.000428703798990071
2024-02-02,0.0047694499717672,0.0603305387786819,-0.0569792656575966,0.00278611482046909
2024-02-05,0.00807183035771675,0.0652892509873679,-0.0510631903345687,-0.00492922503944959
2024-02-06,0.00963592473317587,0.0669421222169062,-0.0205953913226455,-0.00707243745242248
2024-02-07,0.00230146379452534,0.0570247963196051,-0.0120171967869893,-0.00514352584194822
2024-02-08,0.0194213055462127,0.0809916754480888,-0.00550950653277238,-0.000857203209995272
2024-02-19,0.0170742117848885,0.075206576884669,0.0024771470605558,-0.00471492423695086
2024-02-20,0.0172808667858981,0.0735537056551308,0.00602683664768922,-0.00514352584194844
2024-02-21,0.014225416433201,0.0595040539038774,0.0202253730296398,-0.00514352584194844
2024-02-22,0.0271153111798219,0.0776859329890123,0.0279162191573736,-0.00578653044343735
2024-02-23,0.0333136760627808,0.0917354862201947,0.0288037155430176,-0.0077153398599189
2024-02-26,0.0241765233424189,0.0809916754480891,0.018450602224934,-0.003214716425467
2024-02-27,0.0293291718705164,0.0793388042185508,0.0305785603365842,-0.0042863226319535
2024-02-28,0.0222270316670918,0.0818181603228936,0.0199295655640452,-0.00450062343445234
2024-02-29,0.0305564421138205,0.0743800920098647,0.0361987542051567,-0.00407202182945476
2024-03-01,0.0394045205590292,0.0917354862201947,0.0441854817873459,0.00021430080249818
2024-03-04,0.0470463544487354,0.106611524326182,0.0432980593905625,0.0126446670933602
2024-03-05,0.052494652797888,0.0983470696584192,0.0518763279150796,0.0263609403932072
2024-03-06,0.0530894742727304,0.0942148423245379,0.0477351713744791,0.0338619794506272
2024-03-07,0.0550445063959224,0.0867768725315798,0.0421148295281848,0.0469353503429779
2024-03-08,0.0588508017840867,0.104958653096644,0.0450728301952683,0.0460780449389901
2024-03-11,0.0621538321017825,0.0884297437611181,0.0592714405660799,0.0499357659659458
2024-03-12,0.0617997438376963,0.0925619710949994,0.0607504778940522,0.0456494433339927
2024-03-13,0.0585683348080557,0.0991735545332237,0.0545385951054298,0.0437205317235185
2024-03-14,0.0569384091349452,0.0942148423245377,0.0506931720415629,0.0452207395350026
2024-03-15,0.0591539062423483,0.0876032588863134,0.0533553652430518,0.0499357659659458
2024-03-18,0.05852566412621,0.0876032588863134,0.0625252486987578,0.0415774215045384
2024-03-19,0.0561588901694823,0.0818181603228938,0.0557218249678073,0.0437205317235188
2024-03-20,0.0579337870658334,0.0859503876567751,0.0566091733757299,0.0458637441364915
2024-03-21,0.0725307670029895,0.104958653096644,0.0560175584445408,0.0668667556912594
2024-03-22,0.0663344852787948,0.105785137971448,0.0468476749888349,0.060008619041336
2024-03-25,0.0665464628724448,0.102479296992301,0.0412274811202622,0.0621517292603162
2024-03-26,0.0694852501297565,0.108264395555721,0.0444812892529403,0.0642949416732892
2024-03-27,0.0715579614447357,0.109090880430525,0.0332407535380732,0.0694384675152373
2024-03-28,0.0775309864292073,0.106611524326182,0.0382694064643179,0.077796811976645
2024-03-29,0.0929350445997728,0.104958653096644,0.043002251924968,0.0985855227289143
2024-04-01,0.0990668049512329,0.110743751660063,0.0601588629628631,0.104800756971341
2024-04-02,0.0990508350771979,0.107438009200987,0.0566091733757299,0.105657960181337
2024-04-03,0.11079879628103,0.0966941984288809,0.0524680168351295,0.121088742095166
2024-04-08,0.134015784301348,0.0958677135540764,0.0438896743217516,0.147449682488374
2024-04-09,0.136929294329118,0.0975205847836147,0.042114829528185,0.150664398913841
2024-04-10,0.140952709765821,0.101652812117496,0.0344239834004512,0.154736420743295
2024-04-11,0.132197240619102,0.0917354862201947,0.0335365610036678,0.146163775479389
2024-04-12,0.165223217317385,0.10826439555572,0.025254099944745,0.179597153325019
2024-04-15,0.147550810112617,0.0983470696584192,0.0468476749888349,0.16095155279173
