策略,年化收益率,年化波动率,夏普比率,最大回撤,卡尔马比率,索提诺比率,胜率,正收益天数,总交易天数
动量策略,0.13455213405393085,0.14629728647467946,0.936361226187897,-0.10472257420057729,1.2848436459957564,1.312496467070067,0.4674698795180723,194,415
沪深300ETF,0.13012866212249508,0.16610285085955168,0.8199839334473361,-0.11076292949341672,1.1748394766881765,1.1381391331451995,0.5277108433734939,219,415
等权重组合,0.28179785913534405,0.20692681398913562,1.3041296880783255,-0.15673540916952705,1.7979208439781966,1.846348276285463,0.5686746987951807,236,415
