Date,龙头动量轮动策略,沪深300ETF |,等权重组合
2021-12-15,0.0,-0.12394703290158043,0.0
2021-12-16,0.0,-0.11935009624176904,0.0
2021-12-17,0.0,-0.13177885091459213,0.0
2021-12-20,0.0,-0.1445481194140679,0.0
2021-12-21,0.0,-0.1409727242342148,0.0
2021-12-22,0.0,-0.14046195349423587,0.0
2021-12-23,0.0,-0.1339921907878349,0.0
2021-12-24,0.0,-0.1379080997943409,0.0
2021-12-27,0.0,-0.13722707214103538,0.0
2021-12-28,0.0,-0.13280039239455055,0.0
2021-12-29,0.0,-0.1442076055874155,0.0
2021-12-30,0.0,-0.13807835670766705,0.0
2021-12-31,0.0,-0.136035273747751,0.0
2022-01-04,0.0,-0.13909989818762505,0.0
2022-01-05,0.0,-0.1471019731139634,0.0
2022-01-06,0.0,-0.1566363602602387,0.0
2022-01-07,0.0,-0.15459327730032246,0.0
2022-01-10,0.0,-0.15237993742708,0.0
2022-01-11,0.0,-0.16004149852676552,0.0
2022-01-12,0.0,-0.15118813903379563,0.0
2022-01-13,0.0,-0.16497894901322974,0.0
2022-01-14,0.0,-0.1724702531995887,0.0
2022-01-17,0.0,-0.1654897197532086,0.0
2022-01-18,0.0,-0.1576579017401969,0.0
2022-01-19,0.0,-0.17485384998615774,0.0
2022-01-20,0.0,-0.16838408727975676,0.0
2022-01-21,0.0,-0.17417282233285242,0.0
2022-01-24,0.0,-0.17383230850619982,0.0
2022-01-25,0.0,-0.1918795413187923,0.0
2022-01-26,0.0,-0.18745286157230737,0.0
2022-01-27,0.0,-0.20124367155174117,0.0
2022-01-28,0.0,-0.21333191239791163,0.0
2022-02-07,0.0,-0.20107341463841472,0.0
2022-02-08,0.0,-0.20481906673159436,0.0
2022-02-09,0.0,-0.19817904711186704,0.0
2022-02-10,0.0,-0.2000518731584569,0.0
2022-02-11,0.0,-0.20618112203820546,0.0
2022-02-14,0.0,-0.2145237107911962,0.0
2022-02-15,0.0,-0.20737292043148964,0.0
2022-02-16,0.0,-0.20379752525163644,0.0
2022-02-17,0.0,-0.20209495611837314,0.0
2022-02-18,0.0,-0.19800879019854078,0.0
2022-02-21,0.0,-0.20090315772508865,0.0
2022-02-22,0.0,-0.21111857252466928,0.0
2022-02-23,0.0,-0.20294624068500478,0.0
2022-02-24,0.0,-0.2174180783177441,0.0
2022-02-25,0.0,-0.21145908635132196,0.0
2022-02-28,0.0,-0.21043754487136407,0.0
2022-03-01,0.0,-0.2039677821649629,0.0
2022-03-02,0.0,-0.2099267741313849,0.0
2022-03-03,0.0,-0.2148642246178489,0.0
2022-03-04,0.0,-0.22354732719749246,0.0
2022-03-07,0.0,-0.24874535036979162,0.0
2022-03-08,0.0,-0.26270641726255145,0.0
2022-03-09,0.0,-0.26951669379560544,0.0
2022-03-10,0.0,-0.25930127899602473,0.0
2022-03-11,0.0,-0.2545340854228871,0.0
2022-03-14,0.0,-0.27837005328857545,0.0
2022-03-15,0.0,-0.31225117904051786,0.0
2022-03-16,0.0,-0.28279673303506037,0.0
2022-03-17,0.0,-0.2684951523156473,0.0
2022-03-18,0.0,-0.26372795874250965,0.0
2022-03-21,0.0,-0.2647495002224678,0.0
2022-03-22,0.0,-0.2654305278757731,0.0
2022-03-23,0.0,-0.2611741050426147,0.0
2022-03-24,0.0,-0.2657710417024258,0.0
2022-03-25,0.0,-0.2788808240285543,0.0
2022-03-28,0.0,-0.2831372468617131,0.0
2022-03-29,0.0,-0.28620187130158703,0.0
2022-03-30,0.0,-0.26526027096244703,0.0
2022-03-31,0.0,-0.2705382352755634,0.0
2022-04-01,0.0,-0.2618551326959199,0.0
2022-04-06,0.0,-0.26389821565583604,0.0
2022-04-07,0.0,-0.27275157514880594,0.0
2022-04-08,0.0,-0.2679843815756684,0.0
2022-04-11,0.0,-0.29045829413474583,0.0
2022-04-12,0.0,-0.27854031020190156,0.0
2022-04-13,0.0,-0.28398853142834446,0.0
2022-04-14,0.0,-0.27649722724198555,0.0
2022-04-15,0.0,-0.2768377410686383,0.0
2022-04-18,0.0,-0.2802428793351653,0.0
2022-04-19,0.0,-0.2848398159949764,0.0
2022-04-20,0.0,-0.29675779992782064,0.0
2022-04-21,0.0,-0.30833527003401207,0.0
2022-04-22,0.0,-0.3066327009007485,0.0
2022-04-25,0.0,-0.33949228517273305,0.0
2022-04-26,0.0,-0.3445999925725234,0.0
2022-04-27,0.0,-0.32655275975993087,0.0
2022-04-28,0.0,-0.32212608001344595,0.0
2022-04-29,0.0,-0.30510038868081146,0.0
2022-05-05,0.0,-0.30765424238070654,0.0
2022-05-06,0.0,-0.32416916297336174,0.0
2022-05-09,0.0,-0.329617384199805,0.0
2022-05-10,0.0,-0.3219558231001195,0.0
2022-05-11,0.0,-0.31259169286717065,0.0
2022-05-12,0.0,-0.31599683113369736,0.0
2022-05-13,0.0,-0.3107188668205807,0.0
2022-05-16,0.0,-0.31599683113369736,0.0
2022-05-17,0.0,-0.30765424238070654,0.0
2022-05-18,0.0,-0.3100378391672753,0.0
2022-05-19,0.0,-0.3085055269473382,0.0
2022-05-20,0.0,-0.29420394622792534,0.0
2022-05-23,0.0,-0.2996521674543684,0.0
2022-05-24,0.0,-0.3136132343471287,0.0
2022-05-25,0.0,-0.3107188668205807,0.0
2022-05-26,0.0,-0.30901629768731714,0.0
2022-05-27,0.0,-0.3073137285540538,0.0
2022-05-30,0.0,-0.30339781954754785,0.0
2022-05-31,0.0,-0.29250137709466173,0.0
2022-06-01,0.0,-0.2935229185746198,0.0
2022-06-02,0.0,-0.29165009252803026,0.0
2022-06-06,0.0,-0.2776890256352699,0.0
2022-06-07,0.0,-0.2766674841553117,0.0
2022-06-08,0.0,-0.26951669379560533,0.0
2022-06-09,0.0,-0.275305428848701,0.0
2022-06-10,0.0,-0.2654305278757731,0.0
2022-06-13,0.0,-0.2742838873687431,0.0
2022-06-14,0.0,-0.26747361083568955,0.0
2022-06-15,0.0,-0.2591310220826984,0.0
2022-06-16,0.0,-0.26372795874250976,0.0
2022-06-17,0.0,-0.25300177320295014,0.0
2022-06-20,0.0,-0.24942637802309692,0.0
2022-06-21,0.0,-0.24976689184974954,0.0
2022-06-22,0.0,-0.2582797375160667,0.0
2022-06-23,0.0,-0.24551046901659074,0.0
2022-06-24,0.0,-0.23733813717692634,0.0
2022-06-27,0.0,-0.22916580533726177,0.0
2022-06-28,0.0,-0.22031244584429185,0.0
2022-06-29,0.0,-0.2296765760772407,0.0
2022-06-30,0.0,-0.22116373041092363,0.0
2022-07-01,0.0,-0.2237175841108187,0.0
2022-07-04,0.0,-0.21895039053768106,0.0
2022-07-05,0.0,-0.22065295967094448,0.0
2022-07-06,0.0,-0.23069811755719893,0.0
2022-07-07,0.0,-0.2279740069439774,0.0
2022-07-08,0.0,-0.2286550345972827,0.0
2022-07-11,0.0,-0.24159456001008495,0.0
2022-07-12,0.0,-0.2477238088898332,0.0
2022-07-13,0.0,-0.24653201049654905,0.0
2022-07-14,0.0,-0.2463617535832225,0.0
2022-07-15,0.0,-0.25742845294943495,0.0
2022-07-18,0.0,-0.24959663493642298,0.0
2022-07-19,0.0,-0.2533422870296026,0.0
2022-07-20,0.0,-0.2512992040696866,0.0
2022-07-21,0.0,-0.2589607651693721,0.0
2022-07-22,0.0,-0.2584499944293931,0.0
2022-07-25,0.0,-0.2615146188692673,0.0
2022-07-26,0.0,-0.2565771683828032,0.0
2022-07-27,0.0,-0.26066333430263544,0.0
2022-07-28,0.0,-0.2601525635626562,0.0
2022-07-29,0.0,-0.27019772144891074,0.0
2022-08-01,0.0,-0.2671330970090362,0.0
2022-08-02,0.0,-0.279221337855207,0.0
2022-08-03,0.0,-0.2868828989548925,0.0
2022-08-04,0.0,-0.28160493464177594,0.0
2022-08-05,0.0,-0.2705382352755634,0.0
2022-08-08,0.0,-0.2729218320621324,0.0
2022-08-09,0.0,-0.2717300336688479,0.0
2022-08-10,0.0,-0.27939159476853337,0.0
2022-08-11,0.0,-0.26440898639581517,0.0
2022-08-12,0.0,-0.2642387294824887,0.0
