Date,龙头动量轮动策略,沪深300ETF |,等权重组合
2021-01-05,0.0,0.02070286087296001,0.0
2021-01-06,0.0,0.008909938777110904,0.0
2021-01-07,0.0,0.021086869061578244,0.0
2021-01-08,0.0,-0.004942214375363388,0.0
2021-01-11,0.0,-0.011175212641130187,0.0
2021-01-12,0.0,0.028702246125650217,0.0
2021-01-13,0.0,-0.003836444274463958,0.0
2021-01-14,0.0,-0.01803070836559095,0.0
2021-01-15,0.0,-0.003030585765543101,0.0
2021-01-18,0.0,-0.0023245515146173303,0.0
2021-01-19,0.0,-0.013442121025582041,0.0
2021-01-20,0.0,0.005450109440940636,0.0
2021-01-21,0.0,0.01698444251113485,0.0
2021-01-22,0.0,0.0005330039017597079,0.0
2021-01-25,0.0,0.011719839118733621,0.0
2021-01-26,0.0,-0.021061955665768895,0.0
2021-01-27,0.0,0.0017929254893153139,0.0
2021-01-28,0.0,-0.024340146585462703,0.0
2021-01-29,0.0,-0.006787151917135147,0.0
2021-02-01,0.0,0.011635473640183663,0.0
2021-02-02,0.0,0.014605265441404327,0.0
2021-02-03,0.0,-0.0010796266739544597,0.0
2021-02-04,0.0,-0.001981454800372509,0.0
2021-02-05,0.0,0.001443919097060708,0.0
2021-02-08,0.0,0.012976534807125116,0.0
2021-02-09,0.0,0.0245530778443866,0.0
2021-02-10,0.0,0.01997055950161645,0.0
2021-02-18,0.0,-0.00732104727303271,0.0
2021-02-19,0.0,0.005488402077505714,0.0
2021-02-22,0.0,-0.035309309252608743,0.0
2021-02-23,0.0,-0.0026522963500693725,0.0
2021-02-24,0.0,-0.026061627389882155,0.0
2021-02-25,0.0,0.009283738426094881,0.0
2021-02-26,0.0,-0.026873591536743194,0.0
2021-03-01,0.0,0.016495298979191976,0.0
2021-03-02,0.0,-0.01258096346600486,0.0
2021-03-03,0.0,0.019388875134504022,0.0
2021-03-04,0.0,-0.03025101118302443,0.0
2021-03-05,0.0,-0.0039226845443386645,0.0
2021-03-08,0.0,-0.03488060299498001,0.0
2021-03-09,0.0,-0.01962507700632489,0.0
2021-03-10,0.0,0.004162143951326668,0.0
2021-03-11,0.0,0.025461481350412478,0.0
2021-03-12,0.0,0.002502176594780147,0.0
2021-03-15,0.0,-0.01958346123454354,0.0
2021-03-16,0.0,0.006462381490939513,0.0
2021-03-17,0.0,0.004475163853387457,0.0
2021-03-18,0.0,0.0077482191079852325,0.0
2021-03-19,0.0,-0.02671804414011406,0.0
2021-03-22,0.0,0.011257087622893375,0.0
2021-03-23,0.0,-0.008788244401843259,0.0
2021-03-24,0.0,-0.01497396317112529,0.0
2021-03-25,0.0,-0.0008000837493931916,0.0
2021-03-26,0.0,0.020818834295226567,0.0
2021-03-29,0.0,0.0019609855565680097,0.0
2021-03-30,0.0,0.008611449520768302,0.0
2021-03-31,0.0,-0.007179619259090821,0.0
2021-04-01,0.0,0.012117713925345662,0.0
2021-04-02,0.0,0.009462242196963712,0.0
2021-04-06,0.0,-0.005356312812012162,0.0
2021-04-07,0.0,-0.006731446749482835,0.0
2021-04-08,0.0,0.0021299350945058974,0.0
2021-04-09,0.0,-0.013718543275951626,0.0
2021-04-12,0.0,-0.016456143545267605,0.0
2021-04-13,0.0,-0.001394289930681809,0.0
2021-04-14,0.0,0.005584946757755593,0.0
2021-04-15,0.0,-0.0055539283635487845,0.0
2021-04-16,0.0,0.003191398147288866,0.0
2021-04-19,0.0,0.025052308518908085,0.0
2021-04-20,0.0,-0.0015517478960694801,0.0
2021-04-21,0.0,0.0023312393398449067,0.0
2021-04-22,0.0,-0.0007752724343501464,0.0
2021-04-23,0.0,0.009892392837442062,0.0
2021-04-26,0.0,-0.012292382095953814,0.0
2021-04-27,0.0,0.002527964822767351,0.0
2021-04-28,0.0,0.007370802506329347,0.0
2021-04-29,0.0,0.00885726524949875,0.0
2021-04-30,0.0,-0.008588644105964235,0.0
2021-05-06,0.0,-0.012898315824171416,0.0
2021-05-07,0.0,-0.011896690030566915,0.0
2021-05-10,0.0,-0.00019737582442193292,0.0
2021-05-11,0.0,0.005132784522543723,0.0
