Date,Stock,Selected,Weight,Momentum,AdjMomentum
2025-02-12,中国人保,False,0.0,0.00033390231073225364,0.018619657870600825
2025-02-12,中芯国际,False,0.0,0.007021638941220892,0.21599985454003656
2025-02-12,中际旭创,False,0.0,,
2025-02-12,农业银行,False,0.0,,
2025-02-12,北方稀土,False,0.0,0.004055075488939586,0.1728963321918076
2025-02-12,天孚通信,False,0.0,0.0008601095745174647,0.011785607950649672
2025-02-12,宁德时代,False,0.0,0.0038723457445221767,0.1731917716344087
2025-02-12,寒武纪,False,0.0,,
2025-02-12,工业富联,False,0.0,0.0038665940837009694,0.09099440834742578
2025-02-12,建设银行,False,0.0,0.0009126399467421275,0.056427773963499676
2025-02-12,新华保险,False,0.0,0.0017679831672896996,0.07848137591404986
2025-02-12,新易盛,False,0.0,,
2025-02-12,比亚迪,True,0.25440788266908226,0.01255208303489388,0.4307639862290409
2025-02-12,海光信息,False,0.0,,
2025-02-12,科创50ETF,False,0.0,,
2025-02-12,科大讯飞,True,0.19741526160520645,0.008232881244067842,0.33426395495033273
2025-02-12,紫金矿业,True,0.14021469051854119,0.003984533457867018,0.23741182223587734
2025-02-12,胜宏科技,False,0.0,0.009379258452607541,0.1490111840575819
2025-02-12,药明康德,True,0.1353514047926299,0.005155037767518661,0.2291772961532508
2025-02-12,贵州茅台,False,0.0,0.000898673703397157,0.07223544834208526
2025-02-12,赣锋锂业,False,0.0,0.0028083560003279275,0.11664823225491905
2025-02-12,赤峰黄金,True,0.27261076041454024,0.010440663641894544,0.4615851388451044
2025-02-12,长城军工,False,0.0,0.005176033589105738,0.19433262531286227
2025-02-19,中国人保,False,0.0,0.0010493242052395935,0.06742295599317222
2025-02-19,中芯国际,False,0.0,0.00038196562178743345,0.011385723424073681
2025-02-19,中际旭创,False,0.0,0.003469641714119648,0.060257065219762644
2025-02-19,农业银行,False,0.0,0.002168798403327993,0.17025804641564143
2025-02-19,北方稀土,False,0.0,0.0034708052038565085,0.1508038116580463
2025-02-19,天孚通信,False,0.0,0.010705555262176375,0.14525343790571457
2025-02-19,宁德时代,True,0.1100688571246356,0.00441533777276642,0.20661341117270907
2025-02-19,寒武纪,False,0.0,,
