Date,龙头动量轮动策略,科创50ETF,等权重组合
2025-01-02,0.0,-0.015783105183575973,-0.015905934214491425
2025-01-05,0.0,-0.003987576336750397,0.004737730694024795
2025-01-06,0.0,0.02902567051835825,0.03021430885337888
2025-01-07,0.0,-0.0009726532767487956,-0.006346523744109385
2025-01-08,0.0,-0.0019472005044485858,0.0020312812377474535
2025-01-09,0.0,-0.009754997458214313,-0.015627100351471267
2025-01-12,0.0,0.0,-0.001269631910801095
2025-01-13,0.0,0.03152350356342087,0.02426089685872636
2025-01-14,0.0,-0.00477502200848465,-0.010288237277467182
2025-01-15,0.0,-0.020151315410219188,0.006909391560589342
2025-01-16,0.0,0.0088138895002619,0.008822170659834162
2025-01-19,0.0,0.0019415296830809954,0.014264972126956422
2025-01-20,0.0,0.008719953525260818,0.002449427687995269
2025-01-21,0.0,-0.0019210162773977656,0.014293144692389438
2025-01-22,0.0,-0.007698854734854181,-0.004513004659449898
2025-01-23,0.0,0.007758586968874996,0.0060851718839715595
2025-01-26,0.0,-0.019247136837134672,-0.030402305289993527
2025-02-04,0.0,0.027474802862251627,-0.022266546332695432
2025-02-05,0.0,0.0286501320509079,0.023662604981513975
2025-02-06,0.0,0.008355649163370657,0.020012546684311856
2025-02-09,0.0,0.016572821643441874,0.016766133403382753
2025-02-10,0.0,-0.012679831798478754,0.0012300342799786727
2025-02-11,0.0,0.01742934430927752,0.007924967783178352
2025-02-12,0.0,-0.02344210123266262,-0.013226100736832785
2025-02-13,0.01477513333333336,0.004616312454783437,0.00809905451112693
2025-02-16,-0.01853057495102222,0.013785300111750958,0.020381669541876167
2025-02-17,0.003928763237127303,-0.024476129411638237,-0.009295736346318825
2025-02-18,0.005681060707360348,0.02416097320702219,0.006366749461646213
2025-02-19,0.006889731511563075,-0.0009073458416992434,-0.0007270517292586233
2025-02-20,0.030549470917717397,0.05993921114614161,0.029911463045549532
2025-02-23,-0.016171193933506915,0.0034272526435496905,-0.009786329288215462
2025-02-24,-0.01606841895259766,0.0008538866755215132,-0.012578016927599411
2025-02-25,0.002935979218289993,0.020475796202965885,0.011758818980169162
2025-02-26,-0.012296660053878767,-0.0008360395986835359,-0.009614838132943379
2025-02-27,-0.0435819719866538,-0.04351043557863291,-0.04025584304451101
2025-03-02,-0.016639966872772704,-0.01224723036836041,-0.0007974565694469461
2025-03-03,-0.014188622938918755,0.017712978309234965,-0.0015209822184797906
2025-03-04,0.012064379866074568,0.0026107034134509365,0.012395004662491944
2025-03-05,0.03181338254504168,0.03385077005393468,0.01909518884613424
2025-03-06,-0.006719703323450132,-0.01175368712088462,-0.008066345256667393
2025-03-09,0.006948741973100038,-0.0033981369588610626,0.006040454637027614
2025-03-10,0.008866535458512688,-0.0042621545835913035,0.005925263825585851
2025-03-11,-0.007286963043627662,-0.006848637284539715,-0.0002049278753489396
2025-03-12,-0.005921581883111357,-0.020687593679016666,-0.00461246818723236
2025-03-13,0.06197338627873368,0.017603842540855223,0.0392125113034048
2025-03-16,0.04817873617449013,-0.005189792472746696,0.010364923603116152
2025-03-17,-0.005545230192731088,0.005216866929468574,0.013928992015214197
2025-03-18,-0.03439463700986219,-0.012974481181866677,-0.011343269218909378
2025-03-19,-0.005403875613105956,-0.010516024912832725,-0.007323614417885131
2025-03-20,-0.0068412320084906076,-0.021255573971082038,-0.023279744919614185
2025-03-23,0.019241562054220535,0.005429296301927009,0.011862163480229683
2025-03-24,-0.033030827034609925,-0.016199934660437787,-0.012129710304980798
2025-03-25,0.0026188284501996355,-0.0018296326697511093,-0.0027946490156417233
2025-03-26,-0.012149453719296828,0.010081424988147469,-0.00038794118994913313
2025-03-27,-0.004492867638390422,-0.009980804258692081,-0.005121609776098421
2025-03-30,-0.015875097956858288,-0.0064154522651849,-0.0008637345777488531
2025-03-31,-0.003448123040094701,0.0018448217272099754,-0.00329129095803501
2025-04-01,0.003624117858439845,-0.0018414246270491124,-0.0021000135236810603
2025-04-02,-0.036235268356698005,-0.005534465181630337,-0.018752130797526387
2025-04-06,-0.08894258636667608,-0.09089934388706962,-0.0927676145769578
2025-04-07,-0.00031541513354038967,0.01632460509874352,-0.0055799796855509195
2025-04-08,0.034938184989891534,0.042163781304929024,0.02162182085863423
2025-04-09,0.011769710633150075,0.013485974105443615,0.02937695789673975
2025-04-10,0.014943363744981014,0.01805885221546491,0.018460270367916216
2025-04-13,0.005911211934023566,0.0028008181570505566,0.015833120402148924
2025-04-14,0.0050125230115449365,-0.009309984948616457,0.0030640055811773288
2025-04-15,-0.001244899993973315,0.006578232711564851,0.0029057023790283157
2025-04-16,0.0058527454362526975,0.004668030261751343,-0.00035016718997212833
2025-04-17,0.008407452882295533,-0.0065048774018908444,0.002598893806486573
2025-04-20,0.0259918569360006,0.010288878093572564,0.023736923284180086
2025-04-21,0.008446121534800101,-0.0037033073380995396,-0.005191140304145047
2025-04-22,-0.040765768860688015,-0.002787804600810539,0.0011876132040645876
2025-04-23,-0.0015879561826268537,-0.010250526668377708,-0.005414802262662479
2025-04-24,-0.008961613278197103,0.001883034213950574,0.004249980950394515
2025-04-27,0.0050509249821536935,-0.0028192425906704115,-0.005153104758633078
2025-04-28,-0.0033884910883003423,0.001884808793673335,-0.0030708326568973645
2025-04-29,-0.019543533010021027,0.008465683377057175,-0.004787858383069155
